目录,du B,du TB,目录属主,目录属组
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_dau_page_and_source,-1993827712.00,0.377,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_user_day,-1541860416.00,0.374,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_imoactivefriends_recommend_day,674041472.00,0.364,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_userid_first_install_info,-2002958528.00,0.361,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_user_not_active_days,1284976064.00,0.357,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_country_call_lang_day,-1568056640.00,0.35,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_feed_switch_operation_user,1299877952.00,0.345,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_day,1616779840.00,0.334,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imo_out_entry_uids,1268779840.00,0.333,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/biggroup_opengroupchats,1345714432.00,0.325,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_uid_first_install_info,360681728.00,0.321,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_anniversary_user_days,-928383680.00,0.312,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_bles_vmoney_changelog_mediate,1911583616.00,0.31,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/tbl_ad_post_uid_stats_month,-278449088.00,0.304,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_uid_cc_last_dispatch_day,-1570481792.00,0.299,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_active_hour_month,584485504.00,0.297,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_rihuo_paicha1,1778387392.00,0.287,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_broadcast_user_day_mirror,-884612608.00,0.284,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_story_detail_month,1917354688.00,0.283,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_feed_consume_days,1201354688.00,0.282,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_resourceid_tab1,-290645312.00,0.281,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_active_lastdayingroup_day,1433289280.00,0.275,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_entrance_switch_day,-1502743424.00,0.268,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_unread_resourceid,525191168.00,0.262,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imouid_calltimes_rank_day,-148808832.00,0.262,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_media_channel_card,2111158464.00,0.26,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_yunying_push_offline_user_all_day,326158464.00,0.258,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/imo_mau_userid_dunyuhui_v2,2088125760.00,0.256,dunyuhui,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_gidact_day,48125760.00,0.254,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_day_abflag,-95874240.00,0.254,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/lrk_stable_latest_version,-1017906944.00,0.249,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_show_uid_day,-421939648.00,0.246,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_untilyesterday_view_day,-1950972352.00,0.24,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_out_call,-1087005056.00,0.237,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_untilyesterday_use_day_0927,-122037760.00,0.234,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_show_follow_orc_by_day,-724037760.00,0.234,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_feeds_entry_user_day,-1209037760.00,0.233,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_show_transnation_userid_info,-2094070464.00,0.229,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_stable_update_uid,1699896832.00,0.228,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_world_resourceid_trace_day,981864128.00,0.224,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_user_activity_abflag_open_screen_mediate,441831424.00,0.219,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_relationship_group_daily,-776201280.00,0.214,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_official_uid_second_median_table,-1292201280.00,0.214,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_im_old_uid_tmp,-1503201280.00,0.213,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/monitormanager_whos_online_visit_distance_rule_ab_acc,-1901201280.00,0.213,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_role_all_day,2088766016.00,0.213,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_mau_month,1869766016.00,0.213,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_uid_vv_strategy_hour_abflag,-153233984.00,0.211,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_year_report,-1083233984.00,0.21,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_yunying_push_broadcast_user_all_day,-1175233984.00,0.21,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_lmj_imo_out_credit_accum,-1587233984.00,0.209,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_new_user_retention_table_new_daily,-1714266688.00,0.205,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/user_action_info_day_all_orc,1999667904.00,0.201,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_language_push_day,-330364800.00,0.195,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_vv_report_day,-1964364800.00,0.194,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_action_uid_info,-907397504.00,0.191,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_push_userlevel_day,-160430208.00,0.187,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_demanduid_pushgiftcard_day,-1320430208.00,0.186,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_lite_user_all,-1503430208.00,0.186,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imo_uid_last_login_info,1458537088.00,0.185,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_consume_retention_result,873537088.00,0.184,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_imo_out_out_task_home_strategy_result,168537088.00,0.184,luoshifa,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_view_detail_day,-1942462912.00,0.182,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_month_active_and_two_hd_num_user,-164495616.00,0.18,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day3,-2111495616.00,0.178,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_indigo_new_retention_day,1221471680.00,0.177,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_worldfeed_dispatch_cc,-99528320.00,0.176,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_bguser_days,-354528320.00,0.175,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_createdinfo_all_day,-1827528320.00,0.174,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_imouid_calltimes_rank_othercc_day,517438976.00,0.172,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_remove_member_list_day,-930561024.00,0.171,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_relationship_biggroup_daily,-965561024.00,0.171,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_broadcast_user_day,-1480561024.00,0.171,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/ksing_wyf_imouid_month_cc_day,1821406272.00,0.17,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/imo_world_resource_all_dis_action_info_tmp,63406272.00,0.168,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_total_time_mediate_completed,856373568.00,0.165,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_resource_all_dis_action_info,-1074626432.00,0.163,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/temp_vapour_20191124_new_buddy_link_day,-1011659136.00,0.159,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/imo_uid_spot_by_group_feed_action_day,-1222659136.00,0.159,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_infomation_day,-1395659136.00,0.159,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_name_all_day,1413308160.00,0.158,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/movie_show,1783275456.00,0.154,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_retention_day,308275456.00,0.153,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_xiaoyi_story_yesterday_use_day_test,-1136724544.00,0.151,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_stranger_send_greet_tmp,838242752.00,0.149,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_pageview_day,-446757248.00,0.148,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_voiceroom_joinroom_uid_total_day,-484757248.00,0.148,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhangxin8_biggroup_imoactivefriends_recommend_20200412,-493757248.00,0.148,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/ksing_wyf_middleeast_monthuidbag_info,-531822656.00,0.14,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_active_uid_day,197144640.00,0.137,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_retention_day_stats_type,-1402855360.00,0.135,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_opt_yesterday_use_day,-331888064.00,0.133,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhangxin8_temp_user_activity2_new,-513888064.00,0.132,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_regdays_day,-441920768.00,0.129,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day2,-990920768.00,0.128,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhx_biggroup_join_leave_day,1317046528.00,0.126,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_owner_broadcast_uid,545046528.00,0.125,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_ksing_imouid_bag_month_v2,-251953472.00,0.125,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_referrer_uid_day,-1267953472.00,0.124,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_follow_num_all,700013824.00,0.122,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_profile_day,670013824.00,0.122,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_today_uid_mirror,-1296986176.00,0.12,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_feed_retention_abflag0,-1761986176.00,0.119,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_push_daoda_hour_old,676981120.00,0.118,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_joininfo_day,602981120.00,0.118,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_staytime_send_rk_uid_1_day,-1835018880.00,0.116,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_year_reg_date,1358948416.00,0.115,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/temp_zhangxin8_active,1108948416.00,0.114,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_imo_out_task_reward_uids,-717051584.00,0.113,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_story_uid_type_tmp,-1061051584.00,0.112,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_worldfeed_gray_uid,1241915712.00,0.111,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_push_activelevel_day,-582084288.00,0.109,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhunagxiaoyi_tmp_story_page_newold_day,-1028084288.00,0.108,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_subscribers_city_until_day,1855883008.00,0.107,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_year_active_hour_kind,1453883008.00,0.107,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wangyakun_im_total_sticker_favourite_uid_day,771883008.00,0.106,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_channel_show_uid,113883008.00,0.106,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_relation_channel_day,748850304.00,0.102,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/monitormanager_whos_online_visit_acc,1742817600.00,0.099,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_wyf_feed_product_uid_day,398817600.00,0.098,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/imo_uid_bigo_uid_id_mapping_all,372817600.00,0.098,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_live_push_days,-2118182400.00,0.096,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/imofeed_mau_userid_dunyuhui_v2,1075784896.00,0.095,dunyuhui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_middel_permeability_daily,210784896.00,0.094,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_activity_uid,-358215104.00,0.093,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_last_getentry_all,-1198215104.00,0.093,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_relationship_live_daily,-1927215104.00,0.092,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day1_mirror,1594752192.00,0.091,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_send_receive_uid_day,-673352156.00,0.089,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_af_temp_uid,-1341446084.00,0.089,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_uid_logintimes_day,-1416759422.00,0.089,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_year_active_days,-1780999586.00,0.088,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_wol_testsalt_nearby_list_acc,-1457905840.00,0.085,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_spider_post_list_day_v3,1710033855.00,0.084,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_bl_session_top_accum_day,212297010.00,0.082,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/feed_tbl_operator_push_optimal_day_orc,-72934200.00,0.082,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_middel_permeability,-535095912.00,0.082,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_uid_year_story_pv,-1647156366.00,0.081,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_session_top_user_type_day,1666160587.00,0.08,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_panquanhai_perlost_users_uid_type_day,1427671405.00,0.079,panquanhai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_bucket_user_day,1404448081.00,0.079,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_feed_vv_day,700545142.00,0.079,wangyunfei,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_media_channel_card_call,599316421.00,0.079,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_stable_0_60_latest_version_day_2,-1476099053.00,0.077,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_bg_active_uid_day,-1517514635.00,0.077,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_bles_send_gift_log_m_mediate,-1844645066.00,0.076,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_world_wyf_uid_last_login_info,1627729193.00,0.076,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_main_setting_day,-93252376.00,0.074,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_offline_today_uid,-131740636.00,0.074,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_registrations_day,-941936356.00,0.073,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_space_postdetail_day,-1772525386.00,0.073,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/wf_wangyakun_av_total_call_end_reason_day,-176705625.00,0.07,wangyakun,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_push_user_days,-1048342110.00,0.069,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/temp_vapour_20191117_user_time,-1246823181.00,0.069,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_virus_channel_card,-2043489960.00,0.068,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_moments_opt_detail_day,-1696325714.00,0.065,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_send_im_daily,-1882218746.00,0.065,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yuanyang_story_sent_yesterday_use_day,1784826833.00,0.064,yuanyang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_world_resourceid_trace_day_mid,1697783198.00,0.064,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/lrk_stable_0_60_latest_version4,1149032306.00,0.064,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_content_channel_retention,-204759259.00,0.062,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zxy_tmp_feed_uid_vv_day,-774384706.00,0.062,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_mic_basic_data,-1319694601.00,0.061,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/monitormanager_own_profile_visit_usertag,1933975755.00,0.06,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_consume_user_all,1905300873.00,0.06,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_local_notify_user_2,1700417448.00,0.06,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/imo_world_resource_day_dis_action,1110227136.00,0.06,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_heshuting_uid_pid,974526231.00,0.059,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/lrk_stable_0_60_latest_version,750739830.00,0.059,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/imo_transnation_uid_info,-1550256489.00,0.057,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/dau_20200520,-1597196859.00,0.057,heshuting,hdfs
/data/hive/indigo_mediate_tb.db/extraprofile_add_honor_history,-1662182367.00,0.057,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_feed_retention_abflag1,-1774426674.00,0.057,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_whosonline_activity_retention_table_daily,-1887484737.00,0.057,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_out_opt,2085662662.00,0.057,huangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_channel_subscriber_city,1782486529.00,0.056,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zhuangxiaoyi_story_set_view_rate,1564468696.00,0.056,zhuangxiaoyi,hdfs
/data/hive/indigo_mediate_tb.db/imo_feed_spider_post_list_day_v2,531279070.00,0.055,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/wf_zhangxin8_biggroup_livechat_detail_day,412510507.00,0.055,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_live_room_basic_info,-1134779090.00,0.054,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_back_uid_day,-1509428249.00,0.053,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_user_activity_days_daily,-1839312434.00,0.053,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/monitormanager_own_profile_visit_acc,-2081792981.00,0.053,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/imo_world_mwy_operation_ei,1869229274.00,0.052,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_audience_basic_info,1125353948.00,0.052,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/lrk_stable_latest_version3,704921645.00,0.051,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/imo_subscription_userid_follow_page_info_day,-224008420.00,0.051,zhangyangjiang,hdfs
/data/hive/indigo_mediate_tb.db/indigo_live_uid_to_imo_uid_unique,-784147807.00,0.05,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/indigo_jiangjing_test_dynamic,2004873639.00,0.049,jiangjing,hdfs
/data/hive/indigo_mediate_tb.db/indigo_limingjun_sdl_story_view_source_day,1394129925.00,0.048,limingjun,hdfs
/data/hive/indigo_mediate_tb.db/tbl_inactive_uid_group,1021957131.00,0.048,wangyunfei1,hdfs
/data/hive/indigo_mediate_tb.db/imo_discover_content_info_all,280805598.00,0.047,yangzehui,hdfs
/data/hive/indigo_mediate_tb.db/indigo_mawenying_ownprofile_activity_retention_usertag_union,-256650336.00,0.047,mawenying,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_activity_broadcast_uid_days_4,-394028976.00,0.047,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_yunying_lang_test_process,-789479577.00,0.046,liuruokai,hdfs
/data/hive/indigo_mediate_tb.db/indigo_zoutianyu_imo_account_balance_detail,-928348626.00,0.046,zoutianyu,hdfs
/data/hive/indigo_mediate_tb.db/temp_imo_consume_detail_all,-1707268875.00,0.045,zhangxin8,hdfs
/data/hive/indigo_mediate_tb.db/indigo_huangxiaoyi_channel_open_retention,-1795295541.00,0.045,huangxiaoyi,hdfs
